1,1,24:48:27:10:48:43,8/27/2024 10:48:50 AM,500,100,False,False,False,False,0,-25,144,391.0006,21.60003,391.0006,21.60003,True,True
1,1,24:48:27:10:48:43,8/27/2024 10:49:14 AM,500,100,False,False,False,False,0,100,35.59607,230.2,20.4,230.2,20.4,False,False
