1,24:32:05:02:32:20,5/5/2024 2:33:22 AM,500,3,530,99,33,33,3,0.3333333,6,4,204.2212,2084.592,341.3028,2425.895,60.0125031042262,29919,0.00200583251793931,498.546110433661,0,0,0,0,5
2,24:32:05:02:32:20,5/5/2024 2:34:24 AM,500,2,1550,208,55,55,9,0.2644231,11,1,126.7053,2645.011,397.9054,3042.916,60.0130511786556,29950,0.00200377466372807,499.05811172374,0,0,0,0,4.165714
3,24:32:05:02:32:20,5/5/2024 2:35:27 AM,500,4,850,142,35,35,7,0.2464789,7,2,150.9464,2051.98,297.704,2349.684,60.0126836128184,29935,0.0020047664477307,498.811221193349,0,0,0,0,5
4,24:32:05:02:32:20,5/5/2024 2:36:29 AM,500,1,-250,38,15,15,2,0.3947369,3,7,71.51565,996.4996,201.1002,1197.6,60.0135852100211,29958,0.00200325740069501,499.186974001973,0,0,0,0,4.675993
5,24:32:05:02:32:20,5/5/2024 2:37:31 AM,500,0,1210,174,51,51,6,0.2931035,10,3,112.9313,3003.912,441.5041,3445.417,60.013039586891,29943,0.00200424271405307,498.941566801436,0,0,0,0,4.188571
