1,31:01:20:38,3/31/2024 1:20:51 AM,1000,0,41,15,5,4,0,0.3333333,1,1,55.0819,1059.299,144.4999,1203.798,9.99961942812661,9917,0.00100833109086686,991.737742749067,4.434286
2,31:01:20:38,3/31/2024 1:21:04 AM,50,1,141,31,23,2,1,0.7419355,1,0,41.01028,483.8003,46.2,530.0003,10.0001722313464,500,0.0200003444626927,49.9991388580997,4.165714
