1,24:04:12:07:04:47,5/12/2024 7:05:50 AM,500,0,2250,177,75,75,9,0.4237288,15,0,75.59252,3357.819,366.4044,3724.223,60.0018151120748,26498,0.00226439033557532,441.619973504227,0,0,0,0,5
2,24:04:12:07:04:47,5/12/2024 7:06:55 AM,7,1,2240,144,64,64,6,0.4444444,16,0,67.32625,2094.699,188.8,2283.499,60.000364407897,420,0.142858010494993,6.99995748600356,0,0,0,0,1
