1,31:01:14:09,3/31/2024 1:14:21 AM,1000,0,283,26,11,8,1,0.4230769,2,0,24.41016,468.7008,80.59982,549.3007,9.99979272694327,9901,0.00100997805544321,990.120522530724,4.457143
2,31:01:14:09,3/31/2024 1:14:40 AM,50,1,50,34,5,5,1,0.1470588,1,1,35.63939,591.2001,81.49992,672.7001,10.0003055352718,500,0.0200006110705435,49.9984723703157,4.325714
